Customer_ID,Age,Gender,Annual_Income,Spending_Score,Region,Loyalty_Tier,Purchase_Frequency
CUST2559,32,Male,42186.0,42.0,West,Gold,17.0
CUST2560,34,Male,37484.0,35.0,South,Platinum,24.0
CUST2561,27,Female,46481.0,51.0,South,Platinum,15.0
CUST2562,10,Male,,,East,Gold,
CUST2563,43,Female,58216.0,40.0,North,Silver,24.0
CUST2564,42,Male,39416.0,32.0,North,Silver,8.0
CUST2565,32,Male,37309.0,49.0,South,Gold,8.0
CUST2566,35,Female,59853.0,43.0,East,Silver,18.0
CUST2567,40,Female,39164.0,60.0,West,Platinum,21.0
CUST2568,19,Male,50898.0,59.0,West,Platinum,22.0
CUST2569,29,Male,51856.0,66.0,South,Gold,5.0
CUST2570,42,Female,54680.0,31.0,South,Gold,6.0
CUST2571,22,Male,62874.0,56.0,West,Gold,14.0
CUST2572,37,Male,31055.0,39.0,West,Gold,18.0
CUST2573,21,Female,21332.0,31.0,West,Silver,13.0
CUST2574,39,Male,41488.0,43.0,East,Silver,9.0
CUST2575,34,Female,77022.0,66.0,North,Silver,8.0
CUST2576,18,Female,80332.0,44.0,South,Platinum,20.0
CUST2577,46,Female,77467.0,73.0,South,Platinum,20.0
CUST2578,27,Male,47105.0,58.0,East,Gold,18.0
CUST2579,26,Male,23268.0,44.0,West,Gold,14.0
CUST2580,37,Female,,,East,Silver,
CUST2581,46,Female,40789.0,56.0,West,Silver,5.0
CUST2582,24,Male,47028.0,36.0,South,Silver,7.0
CUST2583,35,Male,69509.0,77.0,North,Gold,4.0
CUST2584,39,Male,63017.0,53.0,East,Silver,13.0
CUST2585,41,Female,53411.0,50.0,West,Gold,17.0
CUST2586,36,Female,,,South,Gold,
CUST2587,31,Male,35588.0,67.0,North,Platinum,22.0
CUST2588,26,Male,53811.0,57.0,East,Platinum,15.0
CUST2589,35,Male,60455.0,59.0,East,Gold,6.0
CUST2590,24,Female,55878.0,42.0,South,Silver,14.0
CUST2591,5,Female,34481.0,62.0,East,Gold,14.0
CUST2592,39,Male,59760.0,63.0,South,Gold,17.0
CUST2593,44,Male,56388.0,39.0,East,Gold,19.0
CUST2594,11,Female,33940.0,28.0,North,Gold,17.0
CUST2595,24,Female,38235.0,58.0,North,Platinum,12.0
CUST2596,41,Male,60327.0,26.0,East,Platinum,21.0
CUST2597,55,Male,46482.0,52.0,South,Gold,19.0
CUST2598,35,Male,73837.0,43.0,West,Platinum,2.0
CUST2599,27,Female,57516.0,68.0,East,Platinum,18.0
CUST2600,33,Male,42700.0,44.0,West,Silver,10.0
CUST2601,48,Female,49846.0,66.0,South,Platinum,6.0
CUST2602,28,Female,50950.0,42.0,West,Platinum,16.0
CUST2603,27,Male,39074.0,64.0,East,Gold,26.0
CUST2604,30,Male,36311.0,80.0,North,Platinum,14.0
CUST2605,25,Female,60520.0,33.0,South,Platinum,13.0
CUST2606,36,Male,62679.0,54.0,North,Platinum,15.0
CUST2607,51,Female,59056.0,91.0,North,Gold,26.0
CUST2608,38,Male,72729.0,50.0,North,Gold,13.0
CUST2609,32,Male,41873.0,50.0,East,Platinum,19.0
CUST2610,32,Male,75114.0,61.0,South,Gold,13.0
CUST2611,19,Male,36486.0,50.0,West,Gold,12.0
CUST2612,43,Female,34809.0,24.0,North,Silver,22.0
CUST2613,34,Female,23600.0,66.0,West,Platinum,9.0
CUST2614,33,Female,43313.0,19.0,South,Silver,18.0
CUST2615,66,Male,42444.0,43.0,South,Platinum,13.0
CUST2616,37,Female,57889.0,68.0,West,Platinum,11.0
CUST2617,27,Female,53658.0,44.0,West,Silver,12.0
CUST2618,30,Female,32105.0,39.0,North,Silver,3.0
CUST2619,46,Male,44109.0,63.0,West,Platinum,9.0
CUST2620,36,Female,44428.0,37.0,West,Silver,15.0
CUST2621,20,Male,23360.0,31.0,East,Silver,13.0
CUST2622,44,Male,35285.0,54.0,North,Gold,10.0
CUST2623,28,Female,38437.0,47.0,North,Platinum,22.0
CUST2624,53,Male,71504.0,31.0,South,Gold,10.0
CUST2625,45,Female,52871.0,59.0,West,Platinum,22.0
CUST2626,30,Female,59932.0,56.0,East,Gold,15.0
CUST2627,47,Female,27520.0,44.0,South,Platinum,13.0
CUST2628,35,Female,67913.0,45.0,East,Gold,15.0
CUST2629,43,Female,69516.0,57.0,North,Platinum,16.0
CUST2630,39,Male,20024.0,67.0,West,Gold,10.0
CUST2631,26,Female,39420.0,45.0,East,Silver,10.0
CUST2632,28,Male,57436.0,59.0,South,Platinum,13.0
CUST2633,45,Female,59665.0,58.0,North,Silver,17.0
CUST2634,31,Female,39822.0,63.0,East,Gold,18.0
CUST2635,30,Female,45417.0,50.0,East,Platinum,21.0
CUST2636,25,Male,41039.0,36.0,South,Gold,8.0
CUST2637,39,Male,51656.0,43.0,East,Gold,16.0
CUST2638,55,Male,67957.0,55.0,North,Silver,14.0
CUST2639,24,Male,38434.0,77.0,East,Platinum,12.0
CUST2640,35,Female,65012.0,42.0,West,Gold,25.0
CUST2641,49,Female,38274.0,62.0,West,Silver,17.0
CUST2642,34,Male,37285.0,45.0,South,Silver,22.0
CUST2643,39,Male,62278.0,51.0,West,Silver,0.0
CUST2644,24,Male,63829.0,72.0,West,Silver,20.0
CUST2645,39,Female,62771.0,61.0,East,Gold,17.0
CUST2646,33,Male,30263.0,31.0,North,Gold,18.0
CUST2647,44,Male,43010.0,41.0,North,Gold,13.0
CUST2648,46,Female,62344.0,68.0,East,Platinum,25.0
CUST2649,60,Male,50623.0,52.0,West,Platinum,14.0
CUST2650,40,Female,33894.0,32.0,East,Silver,14.0
CUST2651,38,Female,56874.0,37.0,West,Gold,10.0
CUST2652,10,Female,-1000.0,110.0,West,Silver,
CUST2653,31,Female,76917.0,64.0,West,Gold,14.0
CUST2654,38,Female,73172.0,50.0,North,Platinum,20.0
CUST2655,32,Male,59061.0,87.0,South,Silver,18.0
CUST2656,36,Male,70415.0,62.0,North,Gold,20.0
CUST2657,90,Female,500000.0,110.0,West,Gold,
CUST2658,24,Female,61481.0,37.0,East,Gold,13.0
CUST2659,46,Male,72165.0,35.0,East,Silver,19.0
CUST2660,48,Male,53682.0,55.0,West,Platinum,15.0
CUST2661,33,Female,46172.0,42.0,South,Gold,3.0
CUST2662,13,Male,24430.0,75.0,North,Silver,12.0
CUST2663,28,Male,48752.0,71.0,North,Gold,4.0
CUST2664,47,Female,62351.0,59.0,West,Silver,10.0
CUST2665,34,Male,64184.0,32.0,West,Platinum,20.0
CUST2666,25,Male,57565.0,39.0,South,Gold,13.0
CUST2667,29,Male,41880.0,68.0,North,Silver,13.0
CUST2668,43,Male,20347.0,41.0,South,Gold,14.0
CUST2669,40,Female,42571.0,66.0,North,Silver,15.0
CUST2670,32,Male,45434.0,57.0,South,Platinum,13.0
CUST2671,31,Female,45306.0,50.0,South,Platinum,24.0
CUST2672,31,Male,59278.0,39.0,South,Silver,6.0
CUST2673,25,Female,79785.0,48.0,East,Platinum,16.0
CUST2674,51,Female,51852.0,52.0,East,Gold,17.0
CUST2675,31,Male,46749.0,65.0,East,Platinum,10.0
CUST2676,47,Female,46111.0,36.0,North,Gold,18.0
CUST2677,50,Female,51865.0,46.0,South,Platinum,11.0
CUST2678,44,Female,37575.0,50.0,West,Platinum,17.0
CUST2679,30,Female,51802.0,59.0,West,Gold,8.0
CUST2680,39,Female,56762.0,36.0,North,Platinum,15.0
CUST2681,34,Male,53145.0,30.0,North,Gold,26.0
CUST2682,25,Female,56863.0,60.0,West,Gold,10.0
CUST2683,38,Female,56506.0,27.0,South,Platinum,12.0
CUST2684,23,Male,23421.0,69.0,East,Platinum,23.0
CUST2685,46,Male,59553.0,47.0,North,Gold,21.0
CUST2686,30,Female,39934.0,26.0,North,Silver,23.0
CUST2687,37,Male,33562.0,42.0,North,Platinum,13.0
CUST2688,37,Male,33433.0,55.0,West,Platinum,16.0
CUST2689,32,Male,56503.0,42.0,East,Silver,17.0
CUST2690,40,Male,46661.0,50.0,South,Silver,11.0
CUST2691,30,Male,24770.0,61.0,South,Platinum,9.0
CUST2692,43,Male,57170.0,46.0,West,Platinum,8.0
CUST2693,21,Female,28405.0,35.0,North,Platinum,12.0
CUST2694,36,Female,,,West,Silver,
CUST2695,54,Male,53577.0,71.0,West,Platinum,11.0
CUST2696,24,Male,63283.0,75.0,South,Silver,9.0
CUST2697,28,Female,76725.0,19.0,East,Silver,17.0
CUST2698,40,Male,29529.0,66.0,South,Gold,16.0
CUST2699,36,Female,,,West,Silver,
CUST2700,38,Male,,,West,Gold,
CUST2701,39,Female,56506.0,41.0,North,Silver,17.0
CUST2702,41,Female,53235.0,23.0,North,Silver,13.0
CUST2703,46,Male,44711.0,58.0,West,Gold,12.0
CUST2704,39,Male,43386.0,35.0,South,Gold,8.0
CUST2705,32,Male,33253.0,29.0,North,Gold,21.0
CUST2706,41,Male,,,East,Gold,
CUST2707,53,Female,56888.0,59.0,East,Gold,13.0
CUST2708,33,Male,63766.0,52.0,West,Gold,10.0
CUST2709,25,Female,45344.0,61.0,East,Gold,15.0
CUST2710,46,Male,40147.0,60.0,East,Silver,12.0
CUST2711,33,Female,33825.0,43.0,North,Silver,15.0
CUST2712,13,Male,55383.0,48.0,North,Gold,10.0
CUST2713,43,Male,34403.0,42.0,South,Platinum,12.0
CUST2714,29,Female,77729.0,46.0,North,Gold,8.0
CUST2715,34,Male,30385.0,35.0,South,Platinum,9.0
CUST2716,38,Male,54104.0,55.0,North,Silver,12.0
CUST2717,36,Male,73502.0,66.0,West,Silver,15.0
CUST2718,42,Male,58986.0,37.0,South,Platinum,14.0
CUST2719,30,Male,52635.0,69.0,West,Silver,21.0
CUST2720,40,Female,35472.0,51.0,South,Gold,7.0
CUST2721,32,Male,29273.0,53.0,East,Platinum,13.0
CUST2722,42,Female,61550.0,24.0,South,Platinum,3.0
CUST2723,41,Male,72592.0,22.0,South,Silver,14.0
CUST2724,25,Male,43417.0,52.0,South,Platinum,11.0
CUST2725,45,Female,32914.0,61.0,South,Platinum,12.0
CUST2726,29,Female,13127.0,39.0,South,Platinum,11.0
CUST2727,43,Female,35288.0,75.0,East,Silver,17.0
CUST2728,38,Female,48295.0,61.0,South,Platinum,16.0
CUST2729,53,Female,,,West,Platinum,
CUST2730,32,Male,60097.0,50.0,South,Gold,13.0
CUST2731,31,Female,54576.0,87.0,South,Gold,7.0
CUST2732,34,Female,43998.0,31.0,West,Platinum,6.0
CUST2733,31,Male,41252.0,57.0,North,Silver,17.0
CUST2734,42,Male,71084.0,45.0,North,Platinum,9.0
CUST2735,18,Female,53011.0,60.0,East,Silver,11.0
CUST2736,24,Female,18460.0,69.0,South,Gold,16.0
CUST2737,24,Female,,,South,Gold,
CUST2738,44,Male,37126.0,66.0,North,Platinum,22.0
CUST2739,52,Female,41806.0,83.0,South,Silver,8.0
CUST2740,33,Male,58443.0,50.0,East,Silver,21.0
CUST2741,33,Male,48388.0,61.0,West,Silver,17.0
CUST2742,35,Male,48847.0,41.0,South,Platinum,18.0
CUST2743,46,Male,69702.0,50.0,West,Silver,13.0
CUST2744,25,Female,39553.0,47.0,East,Gold,10.0
CUST2745,37,Male,,,North,Silver,
CUST2746,44,Male,39930.0,68.0,East,Silver,10.0
CUST2747,40,Female,51337.0,48.0,East,Platinum,10.0
CUST2748,36,Male,45781.0,73.0,East,Platinum,15.0
CUST2749,45,Female,51851.0,72.0,East,Platinum,20.0
CUST2750,7,Male,56668.0,62.0,West,Platinum,6.0
CUST2751,41,Female,56507.0,42.0,East,Platinum,21.0
CUST2752,28,Male,38703.0,40.0,East,Silver,8.0
CUST2753,16,Male,33156.0,37.0,East,Silver,13.0
CUST2754,40,Female,87547.0,64.0,East,Platinum,13.0
CUST2755,48,Male,42740.0,31.0,West,Platinum,12.0
CUST2756,33,Male,60488.0,60.0,East,Silver,13.0
CUST2757,44,Female,25885.0,33.0,North,Platinum,15.0
CUST2758,51,Male,45805.0,62.0,East,Gold,21.0
CUST2759,48,Male,48092.0,50.0,East,Silver,13.0
CUST2760,51,Female,57092.0,70.0,South,Gold,10.0
CUST2761,42,Female,9163.0,67.0,South,Silver,9.0
CUST2762,35,Female,52492.0,71.0,South,Silver,16.0
CUST2763,18,Female,32753.0,71.0,East,Silver,19.0
CUST2764,32,Female,54865.0,52.0,North,Silver,11.0
CUST2765,26,Male,34455.0,32.0,North,Silver,19.0
CUST2766,56,Female,37167.0,34.0,South,Silver,25.0
CUST2767,33,Male,45895.0,18.0,South,Silver,21.0
CUST2768,36,Female,34215.0,33.0,East,Platinum,11.0
CUST2769,40,Male,42866.0,51.0,North,Platinum,20.0
CUST2770,35,Male,32099.0,41.0,North,Platinum,19.0
CUST2771,51,Female,22502.0,47.0,South,Gold,15.0
CUST2772,28,Male,65269.0,57.0,North,Silver,19.0
CUST2773,36,Male,30559.0,45.0,South,Platinum,18.0
CUST2774,27,Female,47319.0,33.0,South,Platinum,21.0
CUST2775,21,Female,61293.0,49.0,West,Platinum,17.0
CUST2776,28,Female,40775.0,36.0,West,Silver,18.0
CUST2777,34,Female,37622.0,45.0,East,Silver,9.0
CUST2778,30,Male,53393.0,70.0,South,Gold,14.0
CUST2779,28,Male,66769.0,45.0,East,Gold,11.0
CUST2780,20,Male,32460.0,76.0,West,Silver,20.0
CUST2781,34,Male,47747.0,71.0,North,Gold,8.0
CUST2782,10,Male,500000.0,-10.0,West,Platinum,
CUST2783,42,Male,44101.0,33.0,West,Gold,7.0
CUST2784,35,Female,50513.0,49.0,West,Platinum,13.0
CUST2785,20,Male,37180.0,67.0,North,Gold,4.0
CUST2786,31,Male,43145.0,42.0,West,Platinum,5.0
CUST2787,27,Male,28876.0,63.0,South,Gold,18.0
CUST2788,38,Female,51156.0,68.0,South,Gold,8.0
CUST2789,48,Female,65835.0,38.0,West,Silver,20.0
CUST2790,16,Female,33542.0,39.0,East,Silver,8.0
CUST2791,36,Female,40659.0,60.0,East,Platinum,4.0
CUST2792,33,Male,57538.0,52.0,North,Silver,9.0
CUST2793,41,Male,68181.0,39.0,North,Platinum,8.0
CUST2794,37,Male,27602.0,44.0,South,Silver,8.0
CUST2795,27,Female,47468.0,48.0,South,Silver,14.0
CUST2796,31,Male,54246.0,26.0,West,Platinum,15.0
CUST2797,27,Male,48469.0,61.0,East,Gold,21.0
CUST2798,45,Male,12848.0,42.0,South,Platinum,13.0
CUST2799,35,Female,57516.0,8.0,East,Platinum,16.0
CUST2800,54,Female,72790.0,49.0,North,Platinum,8.0
CUST2801,34,Female,51749.0,38.0,North,Silver,10.0
CUST2802,27,Male,34533.0,75.0,West,Silver,21.0
CUST2803,19,Male,42303.0,41.0,West,Silver,22.0
CUST2804,16,Male,76548.0,33.0,South,Platinum,22.0
CUST2805,19,Male,63649.0,57.0,East,Gold,14.0
CUST2806,37,Female,59600.0,40.0,South,Gold,8.0
CUST2807,40,Male,55346.0,38.0,South,Platinum,11.0
CUST2808,19,Female,40082.0,57.0,East,Platinum,13.0
CUST2809,43,Male,46991.0,34.0,South,Gold,12.0
CUST2810,30,Female,48831.0,28.0,West,Silver,15.0
CUST2811,36,Male,58243.0,75.0,East,Platinum,18.0
CUST2812,51,Male,72633.0,58.0,East,Gold,9.0
CUST2813,43,Female,66775.0,46.0,South,Gold,24.0
CUST2814,32,Female,28709.0,49.0,East,Gold,15.0
CUST2815,26,Male,53359.0,57.0,West,Silver,21.0
CUST2816,13,Male,61051.0,64.0,West,Gold,17.0
CUST2817,27,Male,59282.0,38.0,North,Gold,25.0
CUST2818,32,Female,40561.0,55.0,North,Gold,9.0
CUST2819,25,Male,93711.0,42.0,North,Platinum,12.0
CUST2820,33,Female,30843.0,47.0,North,Platinum,12.0
CUST2821,35,Male,33752.0,52.0,South,Platinum,15.0
CUST2822,32,Male,53503.0,49.0,North,Gold,15.0
CUST2823,28,Male,81752.0,61.0,North,Gold,16.0
CUST2824,36,Male,37457.0,57.0,North,Silver,15.0
CUST2825,39,Female,46012.0,27.0,North,Gold,17.0
CUST2826,24,Female,66159.0,29.0,South,Silver,12.0
CUST2827,49,Male,49732.0,44.0,North,Gold,17.0
CUST2828,34,Male,44980.0,77.0,East,Silver,29.0
CUST2829,35,Male,58484.0,37.0,West,Platinum,15.0
CUST2830,42,Female,54087.0,46.0,East,Gold,7.0
CUST2831,37,Male,65456.0,41.0,South,Silver,11.0
CUST2832,44,Female,69372.0,41.0,South,Platinum,12.0
CUST2833,37,Female,54605.0,52.0,South,Platinum,10.0
CUST2834,28,Female,54375.0,71.0,West,Gold,15.0
CUST2835,38,Female,53211.0,56.0,North,Silver,18.0
CUST2836,23,Male,57336.0,37.0,South,Silver,8.0
CUST2837,36,Male,,,North,Silver,
CUST2838,34,Female,49990.0,51.0,South,Platinum,27.0
CUST2839,32,Male,67949.0,41.0,West,Silver,10.0
CUST2840,33,Male,72741.0,71.0,East,Platinum,22.0
CUST2841,16,Male,27386.0,42.0,East,Silver,18.0
CUST2842,29,Female,50150.0,74.0,West,Platinum,11.0
CUST2843,35,Male,39669.0,36.0,North,Gold,11.0
CUST2844,36,Male,45335.0,71.0,South,Platinum,11.0
CUST2845,24,Male,56037.0,53.0,East,Silver,12.0
CUST2846,47,Male,60041.0,69.0,West,Platinum,18.0
CUST2847,26,Male,48318.0,78.0,North,Silver,8.0
CUST2848,44,Male,21299.0,33.0,East,Gold,21.0
CUST2849,39,Male,35524.0,69.0,West,Platinum,11.0
CUST2850,28,Male,63447.0,28.0,South,Gold,7.0
CUST2851,52,Male,8893.0,34.0,West,Platinum,15.0
CUST2852,23,Male,67811.0,37.0,North,Platinum,27.0
CUST2853,44,Female,57818.0,57.0,East,Gold,10.0
CUST2854,45,Male,69742.0,50.0,South,Gold,15.0
CUST2855,28,Female,47021.0,47.0,North,Platinum,15.0
CUST2856,48,Male,19078.0,52.0,West,Platinum,24.0
CUST2857,32,Female,56455.0,58.0,East,Platinum,10.0
CUST2858,37,Female,69119.0,60.0,East,Gold,19.0
CUST2859,37,Male,63870.0,66.0,North,Silver,7.0
CUST2860,33,Female,,,South,Gold,
CUST2861,43,Female,51301.0,49.0,North,Platinum,18.0
CUST2862,42,Female,42007.0,42.0,East,Platinum,20.0
CUST2863,17,Male,37711.0,59.0,East,Gold,8.0
CUST2864,48,Female,64330.0,32.0,East,Platinum,4.0
CUST2865,18,Female,32037.0,39.0,South,Platinum,14.0
CUST2866,45,Male,36592.0,64.0,East,Platinum,12.0
CUST2867,46,Female,33439.0,48.0,East,Platinum,7.0
CUST2868,24,Female,27646.0,31.0,North,Platinum,8.0
CUST2869,30,Female,52196.0,27.0,East,Silver,12.0
CUST2870,23,Male,,,West,Gold,
CUST2871,10,Female,-1000.0,110.0,North,Gold,
CUST2872,31,Male,27413.0,66.0,East,Gold,19.0
CUST2873,42,Female,62599.0,51.0,North,Silver,7.0
CUST2874,48,Female,75285.0,80.0,North,Silver,11.0
CUST2875,48,Female,40306.0,48.0,West,Gold,7.0
CUST2876,29,Female,42821.0,47.0,North,Gold,25.0
CUST2877,32,Male,57734.0,11.0,North,Gold,19.0
CUST2878,18,Female,74328.0,43.0,South,Platinum,18.0
CUST2879,26,Male,42202.0,62.0,East,Silver,18.0
CUST2880,44,Female,30013.0,73.0,South,Silver,10.0
CUST2881,51,Male,59471.0,37.0,East,Platinum,15.0
CUST2882,22,Female,61986.0,56.0,North,Silver,9.0
CUST2883,29,Female,50091.0,65.0,East,Gold,28.0
CUST2884,34,Male,41628.0,50.0,North,Silver,9.0
CUST2885,37,Male,64915.0,15.0,East,Platinum,10.0
CUST2886,26,Male,57920.0,53.0,North,Gold,23.0
CUST2887,39,Male,38473.0,61.0,East,Silver,14.0
CUST2888,30,Female,50736.0,35.0,East,Gold,18.0
CUST2889,34,Male,29724.0,46.0,East,Silver,14.0
CUST2890,40,Male,60288.0,32.0,North,Gold,11.0
CUST2891,35,Male,46066.0,11.0,East,Platinum,11.0
CUST2892,30,Female,43464.0,65.0,North,Platinum,19.0
CUST2893,33,Female,49506.0,49.0,South,Silver,16.0
CUST2894,34,Female,50604.0,73.0,East,Silver,21.0
CUST2895,31,Female,63423.0,62.0,West,Gold,20.0
CUST2896,32,Male,58866.0,44.0,West,Platinum,17.0
CUST2897,50,Female,47653.0,48.0,North,Gold,20.0
CUST2898,40,Male,61455.0,58.0,West,Platinum,17.0
CUST2899,32,Female,56011.0,64.0,North,Gold,16.0
CUST2900,41,Male,43601.0,54.0,North,Gold,13.0
CUST2901,31,Male,48129.0,66.0,West,Gold,6.0
CUST2902,46,Male,47776.0,45.0,West,Silver,11.0
CUST2903,38,Male,57578.0,35.0,South,Platinum,22.0
CUST2904,33,Male,44494.0,49.0,North,Silver,16.0
CUST2905,39,Female,44143.0,53.0,West,Silver,12.0
CUST2906,19,Male,79531.0,31.0,South,Gold,21.0
CUST2907,23,Male,64096.0,29.0,South,Platinum,12.0
CUST2908,23,Male,38590.0,56.0,North,Silver,18.0
CUST2909,36,Male,58564.0,43.0,East,Gold,21.0
CUST2910,52,Female,51775.0,47.0,West,Platinum,18.0
CUST2911,57,Female,55873.0,44.0,West,Platinum,20.0
CUST2912,41,Male,52060.0,72.0,West,Silver,17.0
CUST2913,40,Male,67844.0,68.0,West,Gold,5.0
CUST2914,16,Male,55184.0,31.0,West,Silver,21.0
CUST2915,29,Male,49068.0,42.0,West,Platinum,19.0
CUST2916,27,Female,65632.0,62.0,South,Silver,13.0
CUST2917,28,Female,53499.0,59.0,North,Gold,12.0
CUST2918,33,Male,51822.0,49.0,South,Platinum,15.0
CUST2919,30,Male,54710.0,32.0,West,Gold,9.0
CUST2920,15,Male,48595.0,39.0,North,Gold,19.0
CUST2921,42,Male,50138.0,42.0,West,Platinum,14.0
CUST2922,24,Male,41199.0,54.0,North,Gold,10.0
CUST2923,37,Female,38732.0,75.0,South,Gold,18.0
CUST2924,55,Female,35021.0,39.0,North,Gold,17.0
CUST2925,25,Male,29120.0,34.0,South,Platinum,19.0
CUST2926,9,Female,36804.0,48.0,West,Gold,8.0
CUST2927,32,Female,47385.0,65.0,North,Silver,18.0
CUST2928,46,Female,51546.0,28.0,East,Silver,23.0
CUST2929,54,Male,45930.0,71.0,East,Gold,14.0
CUST2930,22,Female,14664.0,47.0,South,Silver,14.0
CUST2931,39,Female,73618.0,38.0,South,Silver,8.0
CUST2932,30,Male,66297.0,25.0,South,Platinum,15.0
CUST2933,33,Female,56686.0,60.0,South,Gold,9.0
CUST2934,61,Male,78612.0,47.0,West,Platinum,20.0
CUST2935,19,Female,35339.0,52.0,East,Gold,27.0
CUST2936,37,Male,78314.0,36.0,South,Silver,27.0
CUST2937,39,Male,35521.0,45.0,North,Platinum,10.0
CUST2938,45,Female,53581.0,42.0,North,Platinum,11.0
CUST2939,35,Female,30892.0,48.0,West,Silver,18.0
CUST2940,38,Male,50220.0,39.0,South,Silver,13.0
CUST2941,31,Male,55792.0,26.0,North,Gold,15.0
CUST2942,37,Female,47679.0,90.0,South,Gold,27.0
CUST2943,31,Female,60708.0,29.0,North,Silver,9.0
CUST2944,41,Female,51485.0,52.0,West,Silver,16.0
CUST2945,31,Female,42163.0,23.0,North,Platinum,16.0
CUST2946,38,Male,41497.0,20.0,South,Platinum,20.0
CUST2947,34,Male,62163.0,51.0,South,Gold,10.0
CUST2948,46,Male,40193.0,52.0,West,Platinum,22.0
CUST2949,34,Female,63731.0,68.0,East,Silver,16.0
CUST2950,17,Female,68340.0,55.0,South,Silver,10.0
CUST2951,47,Male,24969.0,47.0,East,Silver,14.0
CUST2952,25,Male,66993.0,35.0,South,Silver,20.0
CUST2953,28,Male,80906.0,72.0,West,Gold,25.0
CUST2954,29,Male,53780.0,63.0,North,Silver,13.0
CUST2955,48,Male,58986.0,31.0,East,Silver,25.0
CUST2956,13,Male,65555.0,50.0,North,Silver,21.0
CUST2957,66,Female,45867.0,52.0,West,Silver,12.0
CUST2958,45,Male,52734.0,44.0,West,Gold,18.0
CUST2959,37,Male,30287.0,61.0,West,Gold,19.0
CUST2960,34,Male,52079.0,62.0,South,Platinum,13.0
CUST2961,37,Male,57471.0,47.0,South,Gold,11.0
CUST2962,40,Male,57742.0,45.0,South,Gold,14.0
CUST2963,41,Male,65981.0,72.0,South,Gold,13.0
CUST2964,40,Male,38377.0,63.0,East,Platinum,16.0
CUST2965,35,Female,42010.0,51.0,West,Silver,25.0
CUST2966,33,Male,,,East,Platinum,
CUST2967,33,Female,47745.0,55.0,South,Silver,24.0
CUST2968,33,Female,53000.0,60.0,North,Gold,17.0
CUST2969,46,Female,48994.0,8.0,East,Silver,29.0
CUST2970,40,Male,37674.0,53.0,North,Platinum,10.0
CUST2971,5,Male,74352.0,43.0,South,Silver,4.0
CUST2972,41,Male,42084.0,46.0,East,Silver,16.0
CUST2973,36,Male,33090.0,36.0,East,Gold,16.0
CUST2974,34,Male,43238.0,47.0,East,Silver,22.0
CUST2975,31,Male,19974.0,70.0,North,Silver,24.0
CUST2976,46,Male,40230.0,43.0,South,Gold,7.0
CUST2977,44,Male,35478.0,64.0,West,Platinum,14.0
CUST2978,27,Male,59261.0,37.0,West,Gold,15.0
CUST2979,39,Male,39898.0,61.0,South,Silver,9.0
CUST2980,25,Female,63317.0,50.0,East,Gold,14.0
CUST2981,21,Male,70977.0,55.0,West,Gold,20.0
CUST2982,28,Male,61717.0,50.0,East,Silver,20.0
CUST2983,43,Male,46769.0,59.0,South,Platinum,16.0
CUST2984,44,Female,52116.0,11.0,North,Gold,23.0
CUST2985,40,Male,27125.0,28.0,East,Platinum,16.0
CUST2986,42,Male,47993.0,56.0,North,Gold,21.0
CUST2987,40,Female,37093.0,19.0,North,Silver,10.0
CUST2988,28,Male,60414.0,42.0,South,Silver,11.0
CUST2989,39,Female,88591.0,49.0,South,Gold,25.0
CUST2990,43,Female,57497.0,37.0,North,Gold,12.0
CUST2991,42,Female,20132.0,39.0,North,Gold,20.0
CUST2992,46,Female,44581.0,54.0,West,Silver,12.0
CUST2993,42,Male,51837.0,65.0,West,Gold,16.0
CUST2994,38,Female,51310.0,35.0,South,Silver,14.0
CUST2995,45,Female,39037.0,41.0,East,Gold,18.0
CUST2996,34,Male,53679.0,39.0,North,Silver,18.0
CUST2997,26,Male,31362.0,13.0,East,Gold,11.0
CUST2998,33,Male,35826.0,52.0,North,Platinum,18.0
CUST2999,27,Female,59686.0,64.0,South,Platinum,9.0
CUST3000,28,Male,34765.0,65.0,East,Silver,23.0
CUST3001,33,Female,58073.0,36.0,South,Gold,16.0
CUST3002,27,Female,29458.0,31.0,North,Platinum,0.0
CUST3003,31,Male,76472.0,50.0,South,Gold,8.0
CUST3004,16,Male,38385.0,62.0,East,Gold,18.0
CUST3005,37,Male,46645.0,52.0,West,Gold,19.0
CUST3006,35,Male,54959.0,54.0,South,Platinum,13.0
CUST3007,26,Male,41519.0,67.0,East,Silver,15.0
CUST3008,41,Male,52151.0,38.0,South,Platinum,18.0
CUST3009,44,Female,58630.0,46.0,South,Silver,21.0
CUST3010,18,Female,64409.0,74.0,West,Platinum,19.0
CUST3011,27,Male,61872.0,47.0,East,Gold,12.0
CUST3012,27,Female,47422.0,30.0,East,Gold,21.0
CUST3013,25,Female,47800.0,39.0,East,Gold,4.0
CUST3014,43,Female,85236.0,35.0,North,Platinum,13.0
CUST3015,33,Female,64248.0,55.0,South,Platinum,18.0
CUST3016,32,Female,36172.0,36.0,West,Silver,8.0
CUST3017,14,Female,51499.0,54.0,East,Platinum,15.0
CUST3018,41,Male,44972.0,38.0,West,Silver,17.0
CUST3019,22,Male,47969.0,18.0,North,Platinum,11.0
CUST3020,35,Male,31557.0,54.0,North,Gold,15.0
CUST3021,37,Female,43821.0,52.0,West,Platinum,8.0
CUST3022,48,Male,77173.0,57.0,East,Gold,20.0
