"","Customer_ID","Age","Gender","Annual_Income","Spending_Score","Region","Loyalty_Tier","Purchase_Frequency","Income_Bracket","Spending_Category","Age_Group"
"682","CUST1704",19,"Male",63844,26,"North","Gold",10,"Medium","Low","Teen"
"683","CUST1705",41,"Female",42190,57,"South","Platinum",13,"Medium","High","Adult"
"684","CUST1706",22,"Male",26035,66,"East","Silver",15,"Low","High","Young Adult"
"685","CUST1707",52,"Female",72352,74,"West","Silver",5,"High","High","Adult"
"686","CUST1708",14,"Female",80817,54,"East","Silver",13,"High","High","Teen"
"687","CUST1709",51,"Male",73142,38,"East","Gold",11,"High","Low","Adult"
"688","CUST1710",37,"Female",50006,50,"North","Platinum",14,"Medium","Low","Young Adult"
"689","CUST1711",34,"Female",32680,65,"South","Gold",16,"Medium","High","Young Adult"
"690","CUST1712",29,"Male",50006,50,"North","Silver",14,"Medium","Low","Young Adult"
"691","CUST1713",38,"Female",24744,44,"East","Gold",4,"Low","Low","Young Adult"
"692","CUST1714",34,"Male",48389,46,"North","Silver",11,"Medium","Low","Young Adult"
"693","CUST1715",46,"Male",74085,48,"West","Gold",15,"High","Low","Adult"
"694","CUST1716",36,"Male",47875,50,"South","Gold",21,"Medium","Low","Young Adult"
"695","CUST1717",36,"Female",54534,52,"East","Platinum",9,"Medium","High","Young Adult"
"696","CUST1718",31,"Female",70633,13,"North","Platinum",10,"High","Low","Young Adult"
"697","CUST1719",34,"Male",43938,50,"West","Silver",21,"Medium","Low","Young Adult"
"698","CUST1720",38,"Female",80532,16,"South","Platinum",26,"High","Low","Young Adult"
"699","CUST1721",17,"Male",79881,60,"North","Platinum",23,"High","High","Teen"
"700","CUST1722",21,"Female",48033,41,"North","Gold",23,"Medium","Low","Young Adult"
"701","CUST1723",42,"Male",41336,17,"East","Silver",17,"Medium","Low","Adult"
"702","CUST1724",36,"Male",60458,37,"West","Gold",15,"Medium","Low","Young Adult"
"703","CUST1725",33,"Female",44787,41,"South","Gold",24,"Medium","Low","Young Adult"
"704","CUST1726",35,"Male",32651,67,"North","Platinum",13,"Medium","High","Young Adult"
"705","CUST1727",38,"Male",69218,52,"South","Platinum",9,"Medium","High","Young Adult"
"706","CUST1728",29,"Female",68246,55,"West","Silver",16,"Medium","High","Young Adult"
"707","CUST1729",27,"Male",52332,67,"East","Platinum",13,"Medium","High","Young Adult"
"708","CUST1730",36,"Male",50006,50,"East","Gold",14,"Medium","Low","Young Adult"
"709","CUST1731",25,"Female",31557,61,"East","Platinum",19,"Medium","High","Young Adult"
"710","CUST1732",39,"Male",51608,60,"South","Silver",13,"Medium","High","Young Adult"
"711","CUST1733",17,"Male",42501,30,"South","Silver",15,"Medium","Low","Teen"
"712","CUST1734",45,"Male",44883,72,"North","Gold",17,"Medium","High","Adult"
"713","CUST1735",39,"Male",65329,28,"West","Gold",6,"Medium","Low","Young Adult"
"714","CUST1736",37,"Male",60997,63,"West","Platinum",21,"Medium","High","Young Adult"
"715","CUST1737",44,"Male",70672,27,"West","Silver",26,"High","Low","Adult"
"716","CUST1738",51,"Male",35140,59,"South","Gold",21,"Medium","High","Adult"
"717","CUST1739",45,"Male",44852,77,"East","Platinum",0,"Medium","High","Adult"
"718","CUST1740",16,"Female",61384,46,"West","Platinum",16,"Medium","Low","Teen"
"719","CUST1741",22,"Male",56721,46,"North","Platinum",5,"Medium","Low","Young Adult"
"720","CUST1742",28,"Male",72985,59,"South","Gold",20,"High","High","Young Adult"
"721","CUST1743",35,"Female",56308,45,"East","Gold",20,"Medium","Low","Young Adult"
"722","CUST1744",40,"Male",77721,77,"West","Platinum",16,"High","High","Adult"
"723","CUST1745",27,"Male",58100,52,"East","Platinum",1,"Medium","High","Young Adult"
"724","CUST1747",27,"Male",45147,41,"West","Silver",9,"Medium","Low","Young Adult"
"725","CUST1748",28,"Male",50214,36,"West","Platinum",15,"Medium","Low","Young Adult"
"726","CUST1749",20,"Male",63664,40,"East","Silver",14,"Medium","Low","Young Adult"
"727","CUST1750",25,"Female",74194,44,"South","Silver",20,"High","Low","Young Adult"
"728","CUST1751",21,"Female",60938,42,"East","Gold",14,"Medium","Low","Young Adult"
"729","CUST1752",25,"Female",48752,40,"North","Gold",23,"Medium","Low","Young Adult"
"730","CUST1753",45,"Female",70660,81,"East","Silver",16,"High","High","Adult"
"731","CUST1754",25,"Female",17120,34,"East","Gold",12,"Low","Low","Young Adult"
"732","CUST1756",39,"Male",60224,58,"South","Silver",21,"Medium","High","Young Adult"
"733","CUST1757",36,"Male",50211,59,"South","Gold",22,"Medium","High","Young Adult"
"734","CUST1758",26,"Male",59082,49,"South","Gold",1,"Medium","Low","Young Adult"
"735","CUST1759",42,"Male",50966,46,"South","Platinum",9,"Medium","Low","Adult"
"736","CUST1760",29,"Female",58564,56,"East","Gold",11,"Medium","High","Young Adult"
"737","CUST1761",36,"Female",37783,53,"West","Platinum",22,"Medium","High","Young Adult"
"738","CUST1762",60,"Male",58557,46,"West","Gold",21,"Medium","Low","Senior"
"739","CUST1763",34,"Male",64916,26,"South","Gold",20,"Medium","Low","Young Adult"
"740","CUST1764",46,"Male",68308,42,"East","Gold",20,"Medium","Low","Adult"
"741","CUST1765",27,"Female",80203,32,"South","Gold",23,"High","Low","Young Adult"
"742","CUST1766",34,"Female",53661,39,"South","Silver",17,"Medium","Low","Young Adult"
"743","CUST1767",52,"Male",54108,50,"West","Gold",20,"Medium","Low","Adult"
"744","CUST1768",28,"Female",27152,55,"West","Silver",17,"Low","High","Young Adult"
"745","CUST1769",53,"Male",42028,76,"South","Gold",20,"Medium","High","Adult"
"746","CUST1770",42,"Female",47103,41,"East","Gold",12,"Medium","Low","Adult"
"747","CUST1771",29,"Female",65754,61,"South","Silver",10,"Medium","High","Young Adult"
"748","CUST1772",41,"Male",40834,54,"West","Gold",11,"Medium","High","Adult"
"749","CUST1773",44,"Female",61945,69,"West","Platinum",13,"Medium","High","Adult"
"750","CUST1774",41,"Female",49975,58,"East","Platinum",19,"Medium","High","Adult"
"751","CUST1775",19,"Male",47342,34,"South","Gold",23,"Medium","Low","Teen"
"752","CUST1776",27,"Female",53733,24,"South","Platinum",11,"Medium","Low","Young Adult"
"753","CUST1777",32,"Male",44132,54,"North","Platinum",27,"Medium","High","Young Adult"
"754","CUST1778",34,"Female",43564,42,"South","Platinum",13,"Medium","Low","Young Adult"
"755","CUST1779",41,"Male",24428,35,"East","Platinum",15,"Low","Low","Adult"
"756","CUST1780",36,"Male",46280,30,"West","Silver",16,"Medium","Low","Young Adult"
"757","CUST1781",21,"Female",42800,52,"North","Silver",11,"Medium","High","Young Adult"
"758","CUST1782",38,"Female",42260,72,"East","Silver",12,"Medium","High","Young Adult"
"759","CUST1783",41,"Male",50006,50,"East","Platinum",14,"Medium","Low","Adult"
"760","CUST1784",40,"Female",59879,58,"North","Platinum",9,"Medium","High","Adult"
"761","CUST1785",45,"Female",53482,48,"South","Silver",10,"Medium","Low","Adult"
"762","CUST1786",43,"Female",64931,30,"North","Platinum",14,"Medium","Low","Adult"
"763","CUST1787",39,"Male",50006,50,"East","Silver",14,"Medium","Low","Young Adult"
"764","CUST1788",34,"Male",45574,33,"South","Silver",11,"Medium","Low","Young Adult"
"765","CUST1789",18,"Male",43057,50,"West","Silver",20,"Medium","Low","Teen"
"766","CUST1790",39,"Female",54692,44,"North","Platinum",6,"Medium","Low","Young Adult"
"767","CUST1791",37,"Female",58606,63,"East","Silver",17,"Medium","High","Young Adult"
"768","CUST1792",37,"Male",70967,34,"South","Gold",15,"High","Low","Young Adult"
"769","CUST1793",22,"Male",67867,55,"East","Silver",16,"Medium","High","Young Adult"
"770","CUST1795",45,"Female",48469,42,"South","Gold",12,"Medium","Low","Adult"
"771","CUST1797",41,"Female",66019,81,"West","Silver",12,"Medium","High","Adult"
"772","CUST1798",35,"Male",64084,58,"South","Gold",7,"Medium","High","Young Adult"
"773","CUST1799",35,"Female",49041,38,"East","Platinum",13,"Medium","Low","Young Adult"
"774","CUST1800",44,"Female",31189,33,"South","Gold",14,"Medium","Low","Adult"
"775","CUST1801",29,"Male",35015,42,"West","Silver",18,"Medium","Low","Young Adult"
"776","CUST1802",35,"Male",54089,60,"East","Gold",20,"Medium","High","Young Adult"
"777","CUST1803",30,"Female",55133,21,"South","Platinum",15,"Medium","Low","Young Adult"
"778","CUST1804",30,"Male",33519,47,"South","Silver",17,"Medium","Low","Young Adult"
"779","CUST1805",31,"Female",50668,76,"North","Gold",20,"Medium","High","Young Adult"
"780","CUST1806",37,"Female",59468,32,"West","Platinum",14,"Medium","Low","Young Adult"
"781","CUST1807",30,"Male",32731,51,"South","Platinum",17,"Medium","High","Young Adult"
"782","CUST1808",47,"Male",66574,83,"West","Silver",7,"Medium","High","Adult"
"783","CUST1809",26,"Female",44337,59,"South","Silver",12,"Medium","High","Young Adult"
"784","CUST1810",33,"Male",50006,50,"East","Silver",14,"Medium","Low","Young Adult"
"785","CUST1812",49,"Female",50006,50,"East","Gold",14,"Medium","Low","Adult"
"786","CUST1813",36,"Female",43127,69,"West","Platinum",10,"Medium","High","Young Adult"
"787","CUST1814",45,"Male",48572,44,"East","Silver",7,"Medium","Low","Adult"
"788","CUST1815",20,"Female",44172,20,"South","Silver",10,"Medium","Low","Young Adult"
"789","CUST1816",37,"Female",46759,44,"East","Silver",15,"Medium","Low","Young Adult"
"790","CUST1817",43,"Female",55009,35,"East","Gold",17,"Medium","Low","Adult"
"791","CUST1818",35,"Male",47432,45,"South","Platinum",22,"Medium","Low","Young Adult"
"792","CUST1819",45,"Female",49008,46,"West","Platinum",8,"Medium","Low","Adult"
"793","CUST1820",29,"Female",24361,67,"East","Silver",12,"Low","High","Young Adult"
"794","CUST1821",49,"Female",55875,60,"North","Platinum",23,"Medium","High","Adult"
"795","CUST1822",57,"Male",48661,53,"North","Gold",7,"Medium","High","Adult"
"796","CUST1823",31,"Female",74154,49,"East","Platinum",16,"High","Low","Young Adult"
"797","CUST1824",30,"Female",35906,34,"East","Silver",5,"Medium","Low","Young Adult"
"798","CUST1825",49,"Male",22875,17,"East","Platinum",13,"Low","Low","Adult"
"799","CUST1826",50,"Male",59271,51,"West","Gold",24,"Medium","High","Adult"
"800","CUST1827",29,"Female",55197,61,"South","Gold",17,"Medium","High","Young Adult"
"801","CUST1828",30,"Female",34873,48,"North","Platinum",21,"Medium","Low","Young Adult"
"802","CUST1829",32,"Female",27053,41,"North","Platinum",17,"Low","Low","Young Adult"
"803","CUST1830",21,"Male",73060,56,"West","Silver",17,"High","High","Young Adult"
"804","CUST1831",25,"Male",71211,48,"East","Silver",6,"High","Low","Young Adult"
"805","CUST1832",24,"Female",12688,75,"East","Silver",25,"Low","High","Young Adult"
"806","CUST1833",27,"Male",43126,68,"South","Platinum",23,"Medium","High","Young Adult"
"807","CUST1834",34,"Female",74962,64,"South","Gold",11,"High","High","Young Adult"
"808","CUST1835",37,"Female",42859,61,"North","Gold",22,"Medium","High","Young Adult"
"809","CUST1836",50,"Male",42640,30,"South","Platinum",20,"Medium","Low","Adult"
"810","CUST1837",25,"Female",45758,59,"North","Gold",18,"Medium","High","Young Adult"
"811","CUST1838",44,"Male",33186,55,"West","Gold",16,"Medium","High","Adult"
"812","CUST1839",32,"Male",24428,59,"East","Platinum",14,"Low","High","Young Adult"
"813","CUST1840",34,"Female",65788,57,"East","Gold",23,"Medium","High","Young Adult"
"814","CUST1841",41,"Male",22355,56,"North","Platinum",15,"Low","High","Adult"
"815","CUST1842",23,"Female",53709,90,"East","Silver",17,"Medium","High","Young Adult"
"816","CUST1843",38,"Male",63298,48,"West","Gold",23,"Medium","Low","Young Adult"
"817","CUST1844",36,"Female",28231,64,"South","Platinum",20,"Low","High","Young Adult"
"818","CUST1845",39,"Female",36135,42,"West","Gold",8,"Medium","Low","Young Adult"
"819","CUST1846",37,"Female",68197,61,"East","Gold",12,"Medium","High","Young Adult"
"820","CUST1847",59,"Male",57993,64,"West","Silver",10,"Medium","High","Adult"
"821","CUST1848",28,"Female",40740,55,"East","Platinum",17,"Medium","High","Young Adult"
"822","CUST1849",29,"Male",68033,75,"North","Silver",12,"Medium","High","Young Adult"
"823","CUST1850",28,"Male",68098,36,"South","Gold",13,"Medium","Low","Young Adult"
"824","CUST1851",29,"Male",54035,42,"South","Gold",13,"Medium","Low","Young Adult"
"825","CUST1852",28,"Male",36497,53,"East","Gold",16,"Medium","High","Young Adult"
"826","CUST1853",46,"Male",43798,63,"East","Platinum",13,"Medium","High","Adult"
"827","CUST1854",49,"Female",54295,52,"South","Silver",19,"Medium","High","Adult"
"828","CUST1855",29,"Male",47171,69,"West","Platinum",9,"Medium","High","Young Adult"
"829","CUST1856",26,"Female",64084,40,"West","Gold",7,"Medium","Low","Young Adult"
"830","CUST1857",39,"Female",27053,32,"West","Silver",11,"Low","Low","Young Adult"
"831","CUST1858",29,"Male",27586,54,"South","Gold",9,"Low","High","Young Adult"
"832","CUST1859",41,"Female",52713,48,"North","Silver",15,"Medium","Low","Adult"
"833","CUST1860",37,"Female",42626,58,"East","Platinum",13,"Medium","High","Young Adult"
"834","CUST1861",19,"Male",40594,49,"East","Platinum",8,"Medium","Low","Teen"
"835","CUST1862",50,"Female",23479,44,"South","Platinum",8,"Low","Low","Adult"
"836","CUST1863",52,"Male",50293,48,"North","Platinum",15,"Medium","Low","Adult"
"837","CUST1864",28,"Male",49208,50,"South","Platinum",19,"Medium","Low","Young Adult"
"838","CUST1865",31,"Male",50006,50,"West","Silver",14,"Medium","Low","Young Adult"
"839","CUST1866",37,"Female",51033,46,"West","Silver",14,"Medium","Low","Young Adult"
"840","CUST1867",38,"Female",48010,43,"East","Gold",11,"Medium","Low","Young Adult"
"841","CUST1868",41,"Female",67655,62,"East","Silver",14,"Medium","High","Adult"
"842","CUST1869",55,"Female",30312,52,"East","Gold",23,"Medium","High","Adult"
"843","CUST1870",33,"Male",58045,83,"East","Platinum",27,"Medium","High","Young Adult"
"844","CUST1871",27,"Male",24932,52,"West","Silver",12,"Low","High","Young Adult"
"845","CUST1872",21,"Female",37424,41,"West","Silver",12,"Medium","Low","Young Adult"
"846","CUST1873",27,"Male",31810,90,"North","Platinum",17,"Medium","High","Young Adult"
"847","CUST1874",34,"Female",61729,56,"East","Platinum",15,"Medium","High","Young Adult"
"848","CUST1875",52,"Male",49018,64,"South","Platinum",18,"Medium","High","Adult"
"849","CUST1876",29,"Male",49797,58,"North","Gold",14,"Medium","High","Young Adult"
"850","CUST1877",37,"Male",50006,50,"North","Gold",14,"Medium","Low","Young Adult"
"851","CUST1878",34,"Male",45504,58,"West","Silver",17,"Medium","High","Young Adult"
"852","CUST1880",60,"Female",55751,55,"North","Silver",12,"Medium","High","Senior"
"853","CUST1881",29,"Female",35133,30,"East","Platinum",15,"Medium","Low","Young Adult"
"854","CUST1882",30,"Male",69946,47,"West","Platinum",15,"Medium","Low","Young Adult"
"855","CUST1883",45,"Female",24866,39,"North","Platinum",1,"Low","Low","Adult"
"856","CUST1884",41,"Male",37902,55,"North","Platinum",14,"Medium","High","Adult"
"857","CUST1885",53,"Male",75158,55,"South","Platinum",19,"High","High","Adult"
"858","CUST1886",40,"Male",43472,57,"West","Gold",12,"Medium","High","Adult"
"859","CUST1887",31,"Male",30276,54,"South","Silver",11,"Medium","High","Young Adult"
"860","CUST1888",40,"Female",53286,40,"West","Platinum",11,"Medium","Low","Adult"
"861","CUST1889",46,"Male",42869,46,"South","Gold",16,"Medium","Low","Adult"
"862","CUST1890",43,"Female",37461,63,"West","Gold",10,"Medium","High","Adult"
"863","CUST1891",40,"Male",33561,66,"West","Platinum",16,"Medium","High","Adult"
"864","CUST1893",46,"Female",50006,50,"South","Gold",14,"Medium","Low","Adult"
"865","CUST1894",48,"Male",21116,39,"South","Platinum",19,"Low","Low","Adult"
"866","CUST1895",41,"Male",72405,65,"South","Gold",21,"High","High","Adult"
"867","CUST1896",33,"Female",59166,68,"North","Platinum",16,"Medium","High","Young Adult"
"868","CUST1897",36,"Female",38503,36,"East","Gold",15,"Medium","Low","Young Adult"
"869","CUST1898",47,"Female",36003,54,"West","Platinum",12,"Medium","High","Adult"
"870","CUST1899",26,"Male",60102,77,"South","Gold",12,"Medium","High","Young Adult"
"871","CUST1900",38,"Male",46296,56,"West","Silver",12,"Medium","High","Young Adult"
"872","CUST1901",31,"Female",21110,71,"North","Platinum",18,"Low","High","Young Adult"
"873","CUST1902",35,"Female",76808,64,"West","Platinum",17,"High","High","Young Adult"
"874","CUST1903",47,"Male",43490,36,"North","Gold",5,"Medium","Low","Adult"
"875","CUST1904",36,"Male",72433,47,"East","Platinum",7,"High","Low","Young Adult"
"876","CUST1905",35,"Female",69176,50,"South","Silver",10,"Medium","Low","Young Adult"
"877","CUST1906",21,"Female",34984,51,"North","Silver",12,"Medium","High","Young Adult"
"878","CUST1907",42,"Female",50006,50,"West","Gold",14,"Medium","Low","Adult"
"879","CUST1908",41,"Female",40228,56,"North","Gold",12,"Medium","High","Adult"
"880","CUST1910",31,"Male",43631,30,"East","Gold",22,"Medium","Low","Young Adult"
"881","CUST1911",37,"Male",55964,17,"South","Silver",12,"Medium","Low","Young Adult"
"882","CUST1912",37,"Male",43058,52,"North","Silver",10,"Medium","High","Young Adult"
"883","CUST1913",50,"Female",45394,53,"North","Platinum",9,"Medium","High","Adult"
"884","CUST1914",34,"Male",67153,54,"West","Silver",9,"Medium","High","Young Adult"
"885","CUST1915",37,"Female",51597,35,"North","Gold",17,"Medium","Low","Young Adult"
"886","CUST1916",41,"Male",37350,60,"North","Platinum",18,"Medium","High","Adult"
"887","CUST1917",36,"Male",60530,60,"South","Platinum",18,"Medium","High","Young Adult"
"888","CUST1918",30,"Male",52965,31,"South","Platinum",9,"Medium","Low","Young Adult"
"889","CUST1919",36,"Female",12175,28,"West","Gold",13,"Low","Low","Young Adult"
"890","CUST1920",45,"Male",56425,49,"North","Platinum",13,"Medium","Low","Adult"
"891","CUST1921",24,"Female",55877,76,"North","Platinum",23,"Medium","High","Young Adult"
"892","CUST1922",36,"Female",50301,75,"North","Silver",16,"Medium","High","Young Adult"
"893","CUST1923",27,"Male",63375,58,"East","Silver",15,"Medium","High","Young Adult"
"894","CUST1924",46,"Female",39914,39,"East","Platinum",16,"Medium","Low","Adult"
"895","CUST1925",19,"Male",55047,63,"West","Gold",12,"Medium","High","Teen"
"896","CUST1927",38,"Male",56106,38,"West","Gold",12,"Medium","Low","Young Adult"
"897","CUST1928",50,"Female",79295,17,"North","Gold",22,"High","Low","Adult"
"898","CUST1929",34,"Female",35077,51,"East","Silver",10,"Medium","High","Young Adult"
"899","CUST1930",29,"Male",38602,40,"South","Gold",15,"Medium","Low","Young Adult"
"900","CUST1931",53,"Male",39349,51,"East","Gold",18,"Medium","High","Adult"
"901","CUST1932",20,"Male",51949,15,"North","Platinum",14,"Medium","Low","Young Adult"
"902","CUST1933",13,"Male",34054,52,"South","Gold",15,"Medium","High","Teen"
"903","CUST1934",39,"Female",56318,13,"West","Gold",13,"Medium","Low","Young Adult"
"904","CUST1935",29,"Female",62702,66,"North","Gold",10,"Medium","High","Young Adult"
"905","CUST1936",24,"Female",58015,57,"South","Gold",23,"Medium","High","Young Adult"
"906","CUST1937",42,"Female",23473,45,"East","Silver",13,"Low","Low","Adult"
"907","CUST1938",37,"Male",64927,58,"West","Platinum",8,"Medium","High","Young Adult"
"908","CUST1939",29,"Female",64060,35,"East","Silver",11,"Medium","Low","Young Adult"
"909","CUST1940",22,"Male",62452,51,"South","Platinum",21,"Medium","High","Young Adult"
"910","CUST1941",43,"Female",55592,61,"South","Platinum",26,"Medium","High","Adult"
"911","CUST1943",34,"Male",65485,43,"West","Platinum",18,"Medium","Low","Young Adult"
"912","CUST1944",53,"Male",78852,49,"West","Silver",24,"High","Low","Adult"
"913","CUST1945",24,"Male",35704,47,"South","Platinum",10,"Medium","Low","Young Adult"
"914","CUST1946",19,"Male",66171,71,"North","Gold",16,"Medium","High","Teen"
"915","CUST1947",28,"Female",48706,33,"South","Gold",24,"Medium","Low","Young Adult"
"916","CUST1948",34,"Male",48054,40,"South","Platinum",19,"Medium","Low","Young Adult"
"917","CUST1949",37,"Female",26952,21,"West","Gold",13,"Low","Low","Young Adult"
"918","CUST1950",32,"Female",45728,72,"East","Gold",16,"Medium","High","Young Adult"
"919","CUST1951",38,"Male",35041,46,"East","Platinum",24,"Medium","Low","Young Adult"
"920","CUST1952",22,"Female",43042,43,"West","Platinum",15,"Medium","Low","Young Adult"
"921","CUST1953",49,"Female",33527,49,"North","Platinum",10,"Medium","Low","Adult"
"922","CUST1954",34,"Female",43266,59,"West","Silver",18,"Medium","High","Young Adult"
"923","CUST1955",46,"Male",43908,55,"North","Platinum",10,"Medium","High","Adult"
"924","CUST1956",38,"Male",51451,89,"West","Platinum",11,"Medium","High","Young Adult"
"925","CUST1957",39,"Male",25778,56,"North","Silver",12,"Low","High","Young Adult"
"926","CUST1958",40,"Male",28317,43,"South","Gold",14,"Low","Low","Adult"
"927","CUST1959",39,"Female",55428,41,"South","Silver",10,"Medium","Low","Young Adult"
"928","CUST1960",41,"Female",50006,50,"North","Gold",14,"Medium","Low","Adult"
"929","CUST1961",48,"Female",66117,27,"West","Silver",13,"Medium","Low","Adult"
"930","CUST1962",36,"Female",53379,50,"South","Platinum",19,"Medium","Low","Young Adult"
"931","CUST1963",42,"Female",59101,61,"West","Silver",15,"Medium","High","Adult"
"932","CUST1965",49,"Male",45354,37,"South","Gold",14,"Medium","Low","Adult"
"933","CUST1966",28,"Female",41382,72,"West","Platinum",22,"Medium","High","Young Adult"
"934","CUST1967",53,"Female",63075,28,"West","Silver",19,"Medium","Low","Adult"
"935","CUST1968",34,"Female",57642,18,"East","Silver",7,"Medium","Low","Young Adult"
"936","CUST1969",20,"Male",47190,32,"West","Gold",12,"Medium","Low","Young Adult"
"937","CUST1970",36,"Female",70871,26,"North","Platinum",15,"High","Low","Young Adult"
"938","CUST1971",28,"Female",46816,55,"South","Gold",4,"Medium","High","Young Adult"
"939","CUST1972",43,"Male",50491,44,"North","Platinum",17,"Medium","Low","Adult"
"940","CUST1973",28,"Female",50318,46,"East","Platinum",10,"Medium","Low","Young Adult"
"941","CUST1974",30,"Male",35981,67,"North","Gold",11,"Medium","High","Young Adult"
"942","CUST1975",16,"Male",51163,39,"West","Gold",11,"Medium","Low","Teen"
"943","CUST1976",30,"Female",70951,61,"East","Platinum",21,"High","High","Young Adult"
"944","CUST1977",10,"Female",50006,50,"East","Gold",14,"Medium","Low","Teen"
"945","CUST1978",19,"Male",50465,43,"North","Platinum",12,"Medium","Low","Teen"
"946","CUST1979",42,"Female",47573,61,"East","Gold",12,"Medium","High","Adult"
"947","CUST1980",42,"Female",54963,46,"North","Gold",15,"Medium","Low","Adult"
"948","CUST1981",39,"Male",61246,63,"North","Gold",22,"Medium","High","Young Adult"
"949","CUST1982",25,"Male",59138,26,"North","Silver",13,"Medium","Low","Young Adult"
"950","CUST1983",34,"Female",45022,25,"East","Gold",5,"Medium","Low","Young Adult"
"951","CUST1984",34,"Male",54871,44,"East","Silver",15,"Medium","Low","Young Adult"
"952","CUST1985",23,"Female",57199,36,"South","Platinum",16,"Medium","Low","Young Adult"
"953","CUST1986",50,"Female",34892,42,"North","Platinum",16,"Medium","Low","Adult"
"954","CUST1987",43,"Female",52523,46,"North","Gold",14,"Medium","Low","Adult"
"955","CUST1988",32,"Female",17580,60,"North","Silver",15,"Low","High","Young Adult"
"956","CUST1989",35,"Male",57238,43,"North","Platinum",10,"Medium","Low","Young Adult"
"957","CUST1990",37,"Female",59905,37,"North","Silver",20,"Medium","Low","Young Adult"
"958","CUST1991",14,"Male",61213,44,"North","Silver",12,"Medium","Low","Teen"
"959","CUST1992",32,"Female",44074,38,"North","Platinum",13,"Medium","Low","Young Adult"
"960","CUST1993",28,"Female",54635,35,"South","Silver",16,"Medium","Low","Young Adult"
"961","CUST1994",24,"Male",71359,25,"South","Silver",16,"High","Low","Young Adult"
"962","CUST1995",32,"Female",71206,51,"West","Platinum",22,"High","High","Young Adult"
"963","CUST1997",41,"Male",52089,64,"North","Gold",12,"Medium","High","Adult"
"964","CUST1998",29,"Female",66663,28,"South","Silver",24,"Medium","Low","Young Adult"
"965","CUST1999",40,"Female",27487,41,"South","Gold",19,"Low","Low","Adult"
"966","CUST2000",48,"Female",45153,77,"North","Platinum",15,"Medium","High","Adult"
"967","CUST2001",44,"Female",70033,35,"North","Platinum",11,"High","Low","Adult"
"968","CUST2002",35,"Male",64628,46,"South","Platinum",14,"Medium","Low","Young Adult"
"969","CUST2003",28,"Female",55538,31,"South","Silver",5,"Medium","Low","Young Adult"
"970","CUST2004",41,"Female",27412,29,"West","Platinum",17,"Low","Low","Adult"
"971","CUST2005",38,"Female",49251,73,"West","Silver",8,"Medium","High","Young Adult"
"972","CUST2006",43,"Female",41151,52,"North","Silver",17,"Medium","High","Adult"
"973","CUST2007",41,"Female",54965,52,"South","Platinum",12,"Medium","High","Adult"
"974","CUST2008",45,"Male",37859,24,"West","Platinum",15,"Medium","Low","Adult"
"975","CUST2009",29,"Female",34614,55,"North","Silver",11,"Medium","High","Young Adult"
"976","CUST2010",48,"Male",19027,67,"West","Platinum",11,"Low","High","Adult"
"977","CUST2011",36,"Female",68327,67,"West","Gold",18,"Medium","High","Young Adult"
"978","CUST2012",55,"Female",44003,60,"West","Silver",11,"Medium","High","Adult"
"979","CUST2013",28,"Female",52357,33,"East","Silver",10,"Medium","Low","Young Adult"
"980","CUST2014",52,"Male",49966,54,"North","Platinum",9,"Medium","High","Adult"
"981","CUST2015",36,"Female",33988,60,"West","Platinum",19,"Medium","High","Young Adult"
"982","CUST2016",28,"Male",31114,23,"North","Silver",9,"Medium","Low","Young Adult"
"983","CUST2017",30,"Male",34920,33,"North","Silver",15,"Medium","Low","Young Adult"
"984","CUST2018",31,"Female",39152,63,"South","Silver",26,"Medium","High","Young Adult"
"985","CUST2019",39,"Male",55499,63,"North","Platinum",11,"Medium","High","Young Adult"
"986","CUST2020",40,"Female",38064,26,"West","Silver",11,"Medium","Low","Adult"
"987","CUST2021",29,"Female",76197,61,"North","Gold",20,"High","High","Young Adult"
"988","CUST2022",34,"Male",65407,51,"South","Gold",9,"Medium","High","Young Adult"
"989","CUST2023",56,"Female",62125,61,"East","Platinum",20,"Medium","High","Adult"
"990","CUST2024",52,"Female",50006,50,"East","Silver",14,"Medium","Low","Adult"
"991","CUST2025",39,"Male",72714,59,"South","Silver",19,"High","High","Young Adult"
"992","CUST2026",35,"Male",46729,62,"West","Gold",17,"Medium","High","Young Adult"
"993","CUST2027",36,"Male",50006,50,"West","Silver",14,"Medium","Low","Young Adult"
"994","CUST2028",41,"Male",52549,50,"West","Platinum",12,"Medium","Low","Adult"
"995","CUST2029",24,"Male",60527,40,"North","Platinum",13,"Medium","Low","Young Adult"
"996","CUST2030",32,"Male",59553,74,"East","Platinum",12,"Medium","High","Young Adult"
"997","CUST2031",18,"Female",42873,48,"West","Silver",21,"Medium","Low","Teen"
"998","CUST2032",38,"Male",50006,50,"East","Silver",14,"Medium","Low","Young Adult"
"999","CUST2033",41,"Male",50006,50,"South","Gold",14,"Medium","Low","Adult"
"1000","CUST2034",30,"Female",60728,51,"East","Gold",16,"Medium","High","Young Adult"
"1001","CUST2035",50,"Female",44099,61,"West","Platinum",14,"Medium","High","Adult"
"1002","CUST2036",22,"Male",26192,29,"East","Silver",13,"Low","Low","Young Adult"
"1003","CUST2037",20,"Male",46890,77,"South","Silver",11,"Medium","High","Young Adult"
"1004","CUST2038",37,"Female",50006,50,"East","Platinum",14,"Medium","Low","Young Adult"
"1005","CUST2039",45,"Male",77081,56,"North","Platinum",14,"High","High","Adult"
